Tweet,change
"Watch what President Obama said today about the situation in Iraq: http://ofa.bo/iqO It's unthinkable that—in 2014—someone could be fired because of who they are or whom they love: http://ofa.bo/gq2 #LGBT It's time for paid leave policies that work for American families. #WorkingFamilies Don't forget to tune in on Monday to the White House Summit on #WorkingFamilies: http://ofa.bo/ptL ""Kyle is a shining example of what our nation needs to encourage."" —President Obama to Medal of Honor recipient Kyle Carpenter",0.07
"This California olive grower is seeing the impacts of climate change firsthand: http://ofa.bo/eqc #ActOnClimate LIVE: President Obama is speaking at the first-ever White House Maker Faire. Watch here: http://ofa.bo/aqj #NationOfMakers Great news: Financial assistance is cutting monthly premiums for some Americans by 76%, thanks to health care reform. http://ofa.bo/fqm Fantastic news: ""Millions Get Obamacare Plans For $100 Or Less"" More from @HuffingtonPost: http://ofa.bo/jpF ""One of the best ways to create more new jobs is to boost American manufacturing."" —President Obama #NationOfMakers ""'If you can imagine it, then you can do it' ... That's a pretty good motto for America."" —President Obama #NationOfMakers",0.6
"Save the date: The White House Summit on #WorkingFamilies is this Monday, June 23. http://ofa.bo/bri One-question survey: Tell @OFA what issue you're most fired up to work on. http://ofa.bo/cq5 LIVE: President Obama is in Pittsburgh speaking about spurring American manufacturing and innovation. http://ofa.bo/aqJ #MadeInAmerica Join the fight against LGBT discrimination: http://ofa.bo/brg Add your name: It's time to end workplace discrimination against LGBT Americans. http://ofa.bo/cqd ""We've seen entrepreneurship in manufacturing expand at the fastest pace that we've seen in 20 years."" —President Obama #MadeInAmerica ""Companies, instead of outsourcing, are thinking about insourcing once again."" —President Obama #MadeInAmerica ""A lot of companies are realizing that family-friendly policies are good business—not just the right thing to do."" —President Obama",0.17
"This is huge: President Obama will prohibit federal contractors from discriminating based on sexual orientation or gender identity. The science is clear: Climate change is real. Help @OFA call out climate change deniers. http://ofa.bo/inw Thanks to the Affordable Care Act, getting covered means a health emergency won't break your bank. Retweet if you think every American should be treated with dignity—regardless of their sexual orientation or gender identity. Big news in the fight for #LGBT equality: http://ofa.bo/io1 11 on the field, more than 300 million cheering them on. #WorldCup #USMNT",0.09
"Watch: This could be you this summer. http://ofa.bo/clt #OFAFellows Add your name: The burden of student loan debt is too great. It's time to take action. http://ofa.bo/em9 #DegreesNotDebt ""Michelle and I were saddened to hear of the passing of actress, author, and activist Ruby Dee."" —President Obama",0.25
"Want a jumpstart on your organizing career? Become an @OFA Summer Fellow: http://ofa.bo/amA Today President @GeorgeHWBush proved once again skydiving is for all ages. Happy birthday, #41. Take this survey: What's your top priority for @OFA? http://ofa.bo/qnl Retweet if you think it's time to act on the student loan debt crisis. #DegreesNotDebt Retweet if you agree with the President. Add your name: Student loan debt is out of control. It's time to act. http://ofa.bo/ppr #DegreesNotDebt Add your name if you believe it's time to stand up for #DegreesNotDebt: http://ofa.bo/qnd A group of Senate Republicans refused to tackle the student loan debt crisis: http://ofa.bo/jmX #DegreesNotDebt",-0.63
"Watch: President Obama is making bold moves to act on climate change. http://ofa.bo/fnH #ActOnClimate President Obama needs your help in reducing carbon pollution: http://ofa.bo/dlL #ActOnClimate ""It’s frustrating for students who are working hard.""—President Obama on the bill to reduce student debt blocked by some Senate Republicans",-0.59
"See how President Obama is working to make college more affordable: http://ofa.bo/fn6 #CollegeOpportunity Retweet if you agree: 51 years after the Equal Pay Act, it's #TimeForProgress on equal pay. LIVE: President Obama answers questions about college affordability on @tumblr. Tune in: http://ofa.bo/hlR #ObamaIRL It's been 51 years since the Equal Pay Act was signed, but women still don't have equal pay. #TimeForProgress ""It continues to be a very smart investment to go to college.” —President Obama #CollegeOpportunity",0.03
"Tonight the President talks about the need to #ActOnClimate on @YEARSofLIVING. Watch a short preview: http://ofa.bo/gmQ Today President Obama took action to help millions of borrowers afford their student loan payments. #CollegeOpportunity The President will talk about reducing the burden of student loan debt at 1:45 p.m. ET. Tune in: http://ofa.bo/fmp #CollegeOpportunity President Obama: At a time when higher education has never been more important, it's also never been more expensive. #CollegeOpportunity LIVE: President Obama is taking action to reduce the burden of student loan debt. http://ofa.bo/imX #CollegeOpportunity Happening now: Watch the @WhiteHouse #WorkingFamilies Summit on Fatherhood, with @Mets second baseman Daniel Murphy: http://ofa.bo/imU Ask the President a question about college affordability for his Tumblr Q&A tomorrow: http://ofa.bo/snQ #ObamaIRL #CollegeOpportunity ""We want young people to be in a position to pursue their dreams."" —President Obama #CollegeOpportunity ""We know—all of you know—that in a 21st century economy higher education is the single best investment in your future."" —President Obama ""This should be a no brainer."" —President Obama on reducing the burden of student loan debt #CollegeOpportunity ""This is a country where opportunity should be available to anybody."" —President Obama #CollegeOpportunity ""More young people have been earning college degrees than ever before. That's something we should be proud of."" —President Obama ""In America, higher education opens the doors to opportunity for all."" —President Obama #CollegeOpportunity ""I'm only here because this country gave me a chance through education."" —President Obama #CollegeOpportunity ""As long as college costs keep soaring, we can't just keep throwing money at the problem."" —President Obama #CollegeOpportunity",0.1
"This could be you this summer: http://ofa.bo/rm5 Good news: The economy added 216,000 private sector jobs in May. #ActOnJobs ""We come to remember why America and our allies gave so much for the survival of liberty."" —President Obama on the 70th anniversary of D-Day",0.5
"Watch: The band @OKGo announces the first-ever White House Maker Faire. http://ofa.bo/po1 #NationOfMakers Sign this petition: Stand for a higher minimum wage. http://ofa.bo/ill #RaiseTheWage Retweet if you agree that working full-time for only $14,500 a year isn't enough. Don't wait another moment to add your name: http://ofa.bo/tlW #RaiseTheWage",0.58
"Take action this summer with @OFA's Organizing Fellowship: Read the President's message to @OFA supporters, asking people to raise their voices on climate change: http://ofa.bo/qlP #ActOnClimate Here's one important way to get involved with @OFA: http://ofa.bo/rlW Carbon pollution is a real public health threat: Add your name to support cleaner air. http://ofa.bo/rlU #ActOnClimate",0.1
Watch: Climate change is real and it's happening now. See how President Obama is taking action. http://ofa.bo/ql7 #ActOnClimate This is huge: President Obama proposed the first-ever national limits on carbon pollution from existing power plants. This coalition of 176 companies supports the President's action on climate change: http://ofa.bo/hk1 #ActOnClimate Retweet if you support the President’s strong action against carbon pollution. #ActOnClimate Climate change activists scored a massive victory yesterday: http://ofa.bo/jk7 #ActOnClimate,-0.09
"WATCH: @GinaEPA is making a big announcement on fighting climate change and keeping the air clean for our families. http://ofa.bo/rkv DYK: New emission standards will shrink electric bills by about 8% by increasing energy efficiency and reducing demand. Add your name if you stand with President Obama and aggressive action on climate change. http://ofa.bo/ikr ""Power plants are responsible for about 40% of America's carbon pollution."" —President Obama #ActOnClimate ""In America we do not have to choose between the health of our economy and the health of our kids."" —President Obama #ActOnClimate",0.16
